6244,182225172102;1,1558211929324999e-12
8218,767235545374;1,6430183357820196e-12
10817,805365177082;2,3441805473584623e-12
14238,316070494802;3,2297524931157646e-12
18740,18980230706;4,401054574346848e-12
24664,649852730123;5,770014595579871e-12
32462,04861184967;7,564793362769354e-12
42724,08620522838;9,80904110936178e-12
56230,02433425518;1,2672408057376377e-11
74006,16005552138;1,655321728538588e-11
97402,67745318913;2,1822168753198942e-11
128198,86956274796;2,9572639248384185e-11
168733,08092563343;4,037160753460287e-11
222092,95065186825;5,791886285680706e-11
292330,0238599651;8,40145843483571e-11
384783,87637483963;1,234464080397838e-10
506484,0688808737;1,84072875041159e-10
666663,2154267475;2,6848485245793843e-10
877490,453587975;3,865989438258369e-10
1154961,0732347756;5,405382248820803e-10
1520139,3031058998;7,379252453290145e-10
2000736,235063064;9,817933576853268e-10
2633200,66622466;1,2637343576727587e-9
3465531,5272398144;1,591146439230712e-9
4560839,516913521;1,9453125230637846e-9
6002242,838039626;2,339282139903367e-9
7898961,590766444;2,721471619785907e-9
10394931,853204701;3,125617979398234e-9
13679165,050324753;3,460183050449314e-9
17124315,047024004;3,713278554003302e-9
22617059,205821227;3,957200406405576e-9
29706725,63436496;4,1145745988599276e-9
39952870,19622963;4,038764227028348e-9
55846291,92524269;3,795751484066267e-9
72795135,66408087;3,5172470600013505e-9
95777366,24867196;3,1633097469288527e-9
126010372,17760257;2,717186373340333e-9
165784612,17890957;2,2999032816314566e-9
218103318,80000883;1,8456306778479295e-9
286925646,93308455;1,43815236865574e-9
377444561,9506581;1,0527320783630827e-9
496504597,6280771;7,4278291182784e-10
644993975,1636733;4,973234672151697e-10
827484327,7618092;3,2409143228914855e-10
972956804,8826649;2,4607885482053196e-10
